1,isbn,author,tag_author,name,publisher,city,type_of_printing,printing,publ_date,year_of_w,language,type,cover,read,series,condition,inscription,format,pages,from
1330,978-5-91671-849-2,Джон Уиллис,Уиллис,Все эти миры - ваши,Альпина нон-фикшн,Москва,Основной,,2020,,русский,научпоп,твёрдая,FALSE,,good - new,,60*90(1/16),286,Ozon
1331,978-5-17-095175-8,Билл Брайсон,Брайсон,Краткая история почти всего на свете,АСТ,Москва,Дополнительный,5000,2021,2003,русский,научпоп,мягкая,TRUE,Эксклюзивная классика,medium - new,,76*100(1/32),800,Ozon
1332,978-5-17-101162-8,Джаред Даймонд,Даймонд,"Ружья, микробы и сталь",АСТ,Москва,Дополнительный,5000,2022,1997,русский,научпоп,мягкая,FALSE,Эксклюзивная классика,good - new,,76*100(1/32),768,Ozon
1333,978-5-699-85027-3,Билл Брайсон,Брайсон,Прогулка по лесам,Эксмо,Москва,Основной,7000,2016,1997,русский,публицистика,мягкая,FALSE,На грани возможного. Дикие истории экстремальных путешествий.,good - new,,60*84(1/16),368,Ozon
1334,978-5-17-146873-6,Майкл Фарадей,Фарадей,История свечи,АСТ,Москва,Основной,4000,2022,,русский,научпоп,мягкая,FALSE,Эксклюзивная классика,good - new,,76*100(1/32),160,Ozon
1335,,Н.В.Гоголь,Гоголь,Шинель,Детская литература,Москва,Основной,2000000,1978,,русский,повесть,мягкая,TRUE,Школьная библиотека,medium - old,,60*90(1/16),32,была
1336,,М.А.Шолохов,Шолохов,Судьба человека,Советкая Россия,Москва,Основной,1000000,1979,,русский,рассказ,мягкая,FALSE,Школьная библиотека,worn - old,,84*108(1/32),40,была
1337,,Н.П.Колпакова,,Былины,Художник РСФСР,Ленинград,Основной,300000,1973,,русский,сборник,мягкая,FALSE,,worn - old,,60*90(1/16),48,была
1338,,Д.Н.Мамин-Сибиряк,Мамин-Сибиряк,Сказка про славного царя Гороха и его прекрасных дочерей царевну Кутафью и царевну Горошинку,Детская литература,Москва,Основной,,1978,,русский,сказка,мягкая,FALSE,Книга за книгой,bad - old,,,48,была
1339,,М.Горький,Горький,Пепе,Малыш,Москва,Основной,500000,1978,,русский,сказка,мягкая,FALSE,,medium - old,,60*90(1/8),18,была
1340,5-7545-0362-8,Юрий Линник,Линник,Лесная почта,Карелия,Петрозаводск,Основной,100000,1991,,русский,повесть,мягкая,FALSE,,normal - old,,60*90(1/8),36,была
1341,,Н.Носов,Носов,Рассказы,Лениздат,Ленинград,Основной,45000,1952,,русский,сборник рассказов,твёрдая,FALSE,,worn - old,Наташа! Поздравляю тебя с 1 сентябрём.,84*108(1/16),148,была
1342,5-7519-0219-Х,Пер. Григория Остера,,Приключения Пифа,Росмэн,Москва,Основной,40000,1996,,русский,сказка,твёрдая,TRUE,,medium - old,,84*108(1/16),62,была
1343,,Виктор Синицын,,Первый космонавт,Малыш,Москва,Основной,100000,1979,,русский,рассказ,твёрдая,FALSE,,medium - old,,60*90(1/8),80,была
1344,5-86044-006-5,Юрий Коваль,,Сказки,Имидж,Москва,Основной,200000,1991,,русский/english,сборник сказок,твёрдая,FALSE,,good - old,,84*108(1/16),,была
1345,5-7086-0014-4,Сост. Н.Притулина,,Путешествие в сказку,Кристина и Ольга,Москва,Основной,75000,1993,,русский,сборник сказок,твёрдая,TRUE,,medium - old,,60*90(1/8),104,была
1346,,А.И. Ульянова,,Детские и школьные годы Ильича,Малыш,Москва,Основной,200000,1981,,русский,биография,твёрдая,FALSE,,normal - old,,60*90(1/8),72,была
1347,,В.Бонч-Бруеевич,,Наш Ильич,Детская литература,Москва,Основной,300000,1978,,русский,биография,мягкая,FALSE,,medium - old,,60*90(1/8),63,была
1348,5-88120-003-9,Ганс Христиан Андерсен,Андерсен,Снежная Королева,Пилигрим,Белгород,Основной,,1993,1837,русский,сборник сказок,твёрдая,TRUE,,medium - old,,60/84(1//8),112,была
1349,,Отв. редактор Р.Карастоянова,,Медовые пряниики,Болгарский художник,София,Основной,60000,1968,,русский,сборник сказок,твёрдая,FALSE,,worn - old,,65*92(1/8),,была
1350,5-268-00968-0,А.Толстой,А.Толстой,Золотой ключик или приключения Буратино,Русская книга,Москва,Основной,150000,1992,,русский,сказка,твёрдая,TRUE,,worn - old,,60*90(1/8),112,была
1351,5-08-000115-1,Виктор Гюго,Гюго,Гаврош,Детская литература,Ленинград,Основной,100000,1991,,русский,рассказ,твёрдая,FALSE,,medium - old,,60*90(1/8),112,была
1352,978-5-91671-365-7,Роберт Хейзен,,История Земли от звездной пыли - к живой планете первые 45000000000 лет,Альпина нон-фикшн,Москва,Основной,5000,2015,2012,русский,научпоп,твёрдая,FALSE,,good - new,,60*90(1/16),346,Ozon
1353,978-5-17-110837-3,Марк Боуэн,,Телескоп во льдах,АСТ,Москва,Основной,2000,2019,2017,русский,научпоп,твёрдая,FALSE,Наука: Открытия и первооткрыватели,good - new,,84*108(1/32),672,Ozon
1354,978-5-04-116788-2,Менно Схилтхёйзен,Схилтхёйзен,Дарвин в городе,Эксмо,Москва,Основной,3000,2021,2018,русский,научпоп,твёрдая,TRUE,Кругозор Дениса Пескова,good - new,,60*90(1/16),352,Ozon
1355,,Ш.Перро,Перро,Золушка,Художник РСФСР,Ленинград,Основной,100000,1979,,русский,сказка,мягкая,TRUE,,worn - old,,60*90(1/8),,была
1356,5-08-000065-1,Пер. А.И.Любарская,,"Приходи, сказка",Детская литература,Ленинград,Основной,100000,1991,,русский,сборник сказок,твёрдая,FALSE,,good - old,,84*108(1/16),128,была
1357,5-8330-0005-Х,Шарль Перро,Перро,Волшебные сказки,ГИС,Москва,Основной,,1992,,русский,сборник сказок,твёрдая,TRUE,,bad - old,,84*108(1/16),50,была
1358,,Григорий Остер,Г.Остер,Петька-микроб,Детская литература,Москва,Основной,300000,1979,,русский,сборник сказок,мягкая,FALSE,,bad - old,,60*90(1/8),32,была
1359,,М.Аспиз,,Увиденное невидимое,Детская литература,Москва,Основной,,1980,,русский,научпоп,мягкая,FALSE,,worn - old,,84*108(1/16),43,была
1360,,А.К.Толстой,А.К.Толстой,Курган,Детская литература,Москва,Основной,500000,1985,,русский,сборник,мягкая,FALSE,,medium - old,,60*90(1/8),32,была
1361,,А.Н.Толстой,А.Н.Толстой,Прожорливый башмак,Малыш,Москва,Основной,,1991,,русский,сказка,мягкая,FALSE,,bad - old,,60*90(1/8),,была
1362,5-08-000452-5,Л.Воронкова,Воронкова,Девочка из города. Гуси-лебеди.,Детская литература,Москва,Основной,100000,1991,,русский,сборник,твёрдая,FALSE,,good - old,,84*108(1/16),223,была
